,username,tweet_text,retweets,location,created_at
0,realDonaldTrump,"THANK YOU to all of the Great American Patriots in The Villages, Florida! #MAGA https://t.co/CNEVwNroVE",16361,"Washington, DC",2020-10-23 22:04:14
1,realDonaldTrump,https://t.co/LCQcdlRkhz,12374,"Washington, DC",2020-10-23 19:50:48
2,realDonaldTrump,https://t.co/4V7nu5hh8V,15117,"Washington, DC",2020-10-23 19:49:55
3,realDonaldTrump,https://t.co/CGlqRmhTV4,15398,"Washington, DC",2020-10-23 19:36:03
4,realDonaldTrump,"On the 37th anniversary of the horrendous attack on our United States Marines, Sailors, and Soldiers in Beirut, we honor the 241 heroes who lost their lives that day. We will NEVER forget them. Semper Fi!",25387,"Washington, DC",2020-10-23 19:35:00
5,realDonaldTrump,https://t.co/S4Hl0i6Qdp,12385,"Washington, DC",2020-10-23 19:30:21
6,realDonaldTrump,"Joe Biden’s response to the H1N1 Swine Flu, far less lethal than Covid 19, was one of the weakest and worst in the history of fighting epidemics and pandemics. It was pathetic, those involved have said. Joe didn’t have a clue!",22638,"Washington, DC",2020-10-23 19:16:55
7,realDonaldTrump,"Biden said he is going to “transition out of (fracking) by 2025”. I hope Texas, Pennsylvania, Ohio, Oklahoma, North Dakota, and all of the rest were listening last night. High energy prices, massive jobs losses! Vote Trump.",39763,"Washington, DC",2020-10-23 18:45:47
8,realDonaldTrump,"Joe Biden was very disrespectful to President Obama at last night’s debate when he said that he, Joe, “was Vice President, not President,” when trying to make excuses for their failed immigration policies. I wonder what “O” was thinking when he heard that one?",32996,"Washington, DC",2020-10-23 18:40:29
9,realDonaldTrump,"Today is the LAST DAY to register to VOTE in-person, in the Great State of Nebraska! Get everything you need to cast your vote and MAKE AMERICA GREAT AGAIN, below! https://t.co/WwzdPhDkAZ",10103,"Washington, DC",2020-10-23 17:09:21
10,realDonaldTrump,"HUGE win today for the United States and for peace in the world. Sudan has agreed to a peace and normalization agreement with Israel! With the United Arab Emirates and Bahrain, that’s THREE Arab countries to have done so in only a matter of weeks. More will follow! https://t.co/UHB8H6oaZc",47759,"Washington, DC",2020-10-23 16:55:29
11,realDonaldTrump,Thank you Megyn! https://t.co/sC71EEWIOd,21930,"Washington, DC",2020-10-23 15:04:10
12,realDonaldTrump,11 DAYS! #MAGA https://t.co/PuqeF1ctDs,48140,"Washington, DC",2020-10-23 05:26:41
13,realDonaldTrump,https://t.co/gsFSghkmdM,12133,"Washington, DC",2020-10-23 05:25:17
14,realDonaldTrump,https://t.co/cC37vJYagA,17131,"Washington, DC",2020-10-23 04:52:17
15,realDonaldTrump,https://t.co/4qwCKQOiOw,18947,"Washington, DC",2020-10-23 04:52:14
16,realDonaldTrump,https://t.co/VlEu8yyovv,20036,"Washington, DC",2020-10-23 04:46:53
17,realDonaldTrump,https://t.co/z5CRqHO8vg,14653,"Washington, DC",2020-10-23 04:46:49
18,realDonaldTrump,https://t.co/TQCQiDrVOB,35347,"Washington, DC",2020-10-23 04:46:45
19,realDonaldTrump,"As per your request, Joe... https://t.co/78mzcfLEsF https://t.co/AalVkSfHFi",71131,"Washington, DC",2020-10-23 04:09:59
20,realDonaldTrump,Here you go @JoeBiden! https://t.co/UBqPJT85Pt,122390,"Washington, DC",2020-10-23 02:32:22
