,id,username,tweet_text,retweets,location,created_at
0,1331988084636987392,realDonaldTrump,HAPPY THANKSGIVING! https://t.co/56e8Qy7O22,10238,"Washington, DC",2020-11-26 15:48:01
1,1331987171700510720,realDonaldTrump,"Just saw the vote tabulations. There is NO WAY Biden got 80,000,000 votes!!! This was a 100% RIGGED ELECTION.",22925,"Washington, DC",2020-11-26 15:44:23
0,1332066337833816066,realDonaldTrump,A brilliant woman of courage! https://t.co/2hFos1Uwen,3693,"Washington, DC",2020-11-26 20:58:58
1,1332065775990042625,realDonaldTrump,So much TRUTH! https://t.co/zdVj5Dnwnb,3287,"Washington, DC",2020-11-26 20:56:44
2,1332065010135281668,realDonaldTrump,"Will go down much further. Weekend daytime even worse, dead. They still don’t get it. Fantastic alternatives! The late/great Roger Ailes is seriously missed, but I still won LEGAL VOTES by a lot!!! https://t.co/rm0ygRnW3S",3889,"Washington, DC",2020-11-26 20:53:41
3,1332062259078721538,realDonaldTrump,"A total FRAUD. Statehouse Republicans, proud, strong and honest, will never let this travesty stand! https://t.co/N28yIoRsm5",8591,"Washington, DC",2020-11-26 20:42:45
4,1332055759551680523,realDonaldTrump,No thanks! https://t.co/IYQSotnMG9,10496,"Washington, DC",2020-11-26 20:16:56
0,1332089057195814915,realDonaldTrump,https://t.co/Yxc9Lom3As,7833,"Washington, DC",2020-11-26 22:29:14
0,1332155514386599937,realDonaldTrump,"A must read. Impossible for Biden to have overcome these, and even greater, odds! https://t.co/cmYFY0va6p",10166,"Washington, DC",2020-11-27 02:53:19
0,1332175155104247808,realDonaldTrump,"For purposes of National Security, Section 230 must be immediately terminated!!!",5338,"Washington, DC",2020-11-27 04:11:22
1,1332173996134195202,realDonaldTrump,"Twitter is sending out totally false “Trends” that have absolutely nothing to do with what is really trending in the world. They make it up, and only negative “stuff”. Same thing will happen to Twitter as is happening to @FoxNews daytime. Also, big Conservative discrimination!",6707,"Washington, DC",2020-11-27 04:06:45
2,1332169753004224515,realDonaldTrump,"I gave a long news conference today after wishing the military a Happy Thanksgiving, &amp; realized once again that the Fake News Media coordinates so that the real message of such a conference never gets out. Primary point made was that the 2020 Election was RIGGED, and that I WON!",14749,"Washington, DC",2020-11-27 03:49:54
0,1332317394165968899,realDonaldTrump,"Wow! Twitter bans highly respected Pennsylvania State Senator Doug Mastriano after he did a great job of leading a hearing on the 2020 Election fraud. They and the Fake News, working together, want to SILENCE THE TRUTH. Can’t let that happen. This is what Communist countries do!",18240,"Washington, DC",2020-11-27 13:36:34
1,1332317347722498048,realDonaldTrump,"BIG NEWS: Pennsylvania Poll Watcher: USB Drives uploaded to machines, gave Biden thousands of votes. Says 47 USB Drives are now missing. EVERY UPLOAD GAVE BIDEN 50,000 VOTES. @OANN",16051,"Washington, DC",2020-11-27 13:36:23
2,1332317341359742978,realDonaldTrump,“President Trump nominates record number of Federal Judges.” @OANN,6901,"Washington, DC",2020-11-27 13:36:22
3,1332317320191074304,realDonaldTrump,"REPORT: Biden’s Thanksgiving Day Address gets just 1000 views online, a record low. Observers say a candidate with “80,000,000” votes would get many more online viewers. Numbers don’t lie, or add up! @OANN",13216,"Washington, DC",2020-11-27 13:36:17
0,1332339212004286464,realDonaldTrump,Yesterday’s news conference being broadcast in full now on @Newsmax. Enjoy!,4453,"Washington, DC",2020-11-27 15:03:16
0,1332352538855747584,realDonaldTrump,"Biden can only enter the White House as President if he can prove that his ridiculous “80,000,000 votes” were not fraudulently or illegally obtained. When you see what happened in Detroit, Atlanta, Philadelphia &amp; Milwaukee, massive voter fraud, he’s got a big unsolvable problem!",35550,"Washington, DC",2020-11-27 15:56:13
1,1332349861774155778,realDonaldTrump,"Big Tech and the Fake News Media have partnered to Suppress. Freedom of the Press is gone, a thing of the past. That’s why they refuse to report the real facts and figures of the 2020 Election or even, where’s Hunter! https://t.co/8lRglItLJt",18413,"Washington, DC",2020-11-27 15:45:35
2,1332346370800447489,realDonaldTrump,So much truth! https://t.co/KGBQDEPEkV,17828,"Washington, DC",2020-11-27 15:31:43
3,1332345494903861248,realDonaldTrump,All newly rebuilt military! https://t.co/EFwUReJgcD,12676,"Washington, DC",2020-11-27 15:28:14
0,1332380892682215424,realDonaldTrump,https://t.co/krPhg9V5oi,7504,"Washington, DC",2020-11-27 17:48:53
0,1332407714304110597,realDonaldTrump,"Biden did poorly in big cities (Politico), except those of Detroit (more votes than people!), Philadelphia, Atlanta and Milwaukee, which he had to win. Not surprisingly, they are all located in the most important swing states, and are long known for being politically corrupt!",14836,"Washington, DC",2020-11-27 19:35:28
0,1332477653685825536,realDonaldTrump,Rudy Giuliani will be on Greg Kelly Reports. 7:15 P.M. @newsmax,6553,"Washington, DC",2020-11-28 00:13:23
1,1332473183677673472,realDonaldTrump,The restaurant business is being absolutely decimated. Congress should step up and help. Time is of the essence!,15114,"Washington, DC",2020-11-27 23:55:37
0,1332518860944076802,realDonaldTrump,https://t.co/NPQ2vJzb8c,5534,"Washington, DC",2020-11-28 02:57:08
0,1332552283553476608,realDonaldTrump,"The 1,126,940 votes were created out of thin air. I won Pennsylvania by a lot, perhaps more than anyone will ever know. The Pennsylvania votes were RIGGED. All other swing states also. The world is watching! https://t.co/zmnk34Ny23",1763,"Washington, DC",2020-11-28 05:09:56
0,1332713121413214208,realDonaldTrump,So much credit to all of the brave men and women in state houses who are defending our great Constitution. Thank you!,15132,"Washington, DC",2020-11-28 15:49:03
0,1332754929778368526,realDonaldTrump,Alan Dershowitz: Trump was ‘Absolutely Right‘ to Pardon Michael Flynn https://t.co/nMGOgOM9PP via @BreitbartNews,6900,"Washington, DC",2020-11-28 18:35:11
0,1332778938121203720,realDonaldTrump,"Specific allegations were made, and we have massive proof, in the Pennsylvania case. Some people just don’t want to see it. They want nothing to do with saving our Country. Sad!!!",1821,"Washington, DC",2020-11-28 20:10:35
0,1332788716818010114,realDonaldTrump,"The number of ballots that our Campaign is challenging in the Pennsylvania case is FAR LARGER than the 81,000 vote margin. It’s not even close. Fraud and illegality ARE a big part of the case. Documents being completed. We will appeal!",11207,"Washington, DC",2020-11-28 20:49:26
0,1332847732218863616,realDonaldTrump,https://t.co/3U58KQw3I6,11619,"Washington, DC",2020-11-29 00:43:57
