,username,tweet_text,retweets,location,created_at
0,JoeBiden,The future of our planet is on the ballot. https://t.co/fWtwYOmycR,3684,"Wilmington, DE",2020-10-28 23:52:00
1,JoeBiden,"We have just six more days left in this election — and the American people have the power in their hands to put our country on a vastly different path.

Make your plan to vote today: https://t.co/uoiVh9ZqzI",4289,"Wilmington, DE",2020-10-28 22:54:42
2,JoeBiden,"It’s not political.

It’s patriotic.

Wear a mask. Period.",26171,"Wilmington, DE",2020-10-28 22:15:00
3,JoeBiden,"You can't make this up: Yesterday, the White House science office put out a statement listing ""ending the COVID-19 pandemic"" as the top accomplishment of President Trump's first term. 
https://t.co/46VkWJE0GN",10285,"Wilmington, DE",2020-10-28 21:26:00
4,JoeBiden,"Melanie, thank you for sharing your story and for the sacrifices you've made to keep us all safe. They are not in vain.

On Tuesday, we need to vote out Donald Trump and treat the climate crisis like the existential threat it is. https://t.co/dCKIBGlmoo",2996,"Wilmington, DE",2020-10-28 20:47:00
5,JoeBiden,We voted. https://t.co/LjaPBB69wC,13101,"Wilmington, DE",2020-10-28 19:40:00
6,JoeBiden,"Today we celebrate the 80th anniversary of Oxi Day. Greeks inspired the free world when they resisted Mussolini’s invading army — and that courageous spirit lives on today, reminding us we too must stand up and do our part to safeguard our democracy.",5733,"Wilmington, DE",2020-10-28 19:20:00
7,JoeBiden,It’s hard to believe it’s been a year since we lost my friend Senator Kay Hagan. Kay was a relentless champion for North Carolina and a fierce defender of its citizens. May her legacy continue to inspire a new generation of leaders to follow in her steps. https://t.co/hl9Pi3Y2fi,1862,"Wilmington, DE",2020-10-28 18:40:00
8,JoeBiden,"Thank you for your support, @HamillHimself. May the force be with us this election season. https://t.co/GlgnKz8q96",20342,"Wilmington, DE",2020-10-28 18:00:02
9,JoeBiden,"As president, I'll build on Obamacare to ensure every single American has access to quality, affordable health care.

Here's how: https://t.co/34NCSYhO2C",2404,"Wilmington, DE",2020-10-28 17:40:00
10,JoeBiden,It’s simple: Donald Trump thinks health care is a privilege. I think it is your right.,24781,"Wilmington, DE",2020-10-28 17:10:00
11,JoeBiden,"Under Donald Trump’s leadership, we have become weaker and sicker. Tune in as I discuss how I’ll get this virus under control and ensure every American has access to quality, affordable health care. https://t.co/vm1d4F0oig",2745,"Wilmington, DE",2020-10-28 16:37:23
12,JoeBiden,"We are the United States of America. We can beat this virus.

There is no challenge we cannot meet, no enemy we cannot face, no threat we cannot conquer when we stand together.",10368,"Wilmington, DE",2020-10-28 15:30:00
13,JoeBiden,"6 days.

Return your ballot now: https://t.co/eoxT07d7QB",6568,"Wilmington, DE",2020-10-28 15:03:50
14,JoeBiden,"America is at a crossroads.

We can choose four more years of Donald Trump's chaos and division. Or we can choose a different path — one of hope and light.

The decision is in your hands. Vote: https://t.co/eoxT07d7QB",7016,"Wilmington, DE",2020-10-28 14:22:38
15,JoeBiden,"Two years ago, a white supremacist entered Pittsburgh’s Tree of Life Synagogue and perpetrated the deadliest anti-Semitic attack in American history. May the memories of those we lost be a blessing — and may we never stop fighting the scourges of anti-Semitism and gun violence.",20596,"Wilmington, DE",2020-10-28 01:01:00
16,JoeBiden,"Folks, we're just one week from Election Day, and we can't get complacent. Our campaign is working to reach voters across the country until the very last ballot is cast. We can't afford to fall short. 

If you're able, please chip in now: https://t.co/mrWBoH7HdG",2609,"Wilmington, DE",2020-10-28 00:40:00
17,JoeBiden,"Health care is on the line.
Workers' rights are on the line.
Civil rights are on the line.
Women's rights are on the line.
LGBTQ+ rights are on the line.
Immigrant rights are on the line.

Don't sit this one out. Head to https://t.co/uoiVh9ZqzI and make your plan to vote today.",11358,"Wilmington, DE",2020-10-28 00:20:28
18,JoeBiden,"From the moment I announced I was running for president, my goal has been to unite and heal this nation.

We must come together. https://t.co/L3S5J5bQvM",5598,"Wilmington, DE",2020-10-28 00:00:00
