,username,tweet_text,retweets,location,created_at
0,JoeBiden,This election is about so much more than policy. The character of our country is on the ballot. And @KamalaHarris and I will work every day to bring this country back together — fighting as hard for those who don’t support us as those who do. https://t.co/IIhhcxDeL2,3884,"Wilmington, DE",2020-10-29 23:42:00
1,JoeBiden,"Here’s the bottom line: When we vote, things get better. Tune in as we hold a get out the vote rally in Tampa Bay, Florida. https://t.co/rJ2nbiDlOE",1708,"Wilmington, DE",2020-10-29 23:00:06
2,JoeBiden,"You have my word: if I have the honor of serving as your president, I will do everything in my power to defeat COVID-19.

Here’s my plan to get it done: https://t.co/zUWDfi0yQ8",5072,"Wilmington, DE",2020-10-29 22:31:00
3,JoeBiden,"Enough of the lies.

Vote him out: https://t.co/eoxT07uII9 https://t.co/iTdiPVy8FA",7977,"Wilmington, DE",2020-10-29 21:55:00
4,JoeBiden,"The future of our country is on the ballot — and you get to decide what it looks like.

Vote: https://t.co/eoxT07d7QB",4939,"Wilmington, DE",2020-10-29 21:26:43
5,JoeBiden,"Christen — tell your grandmother I’m incredibly grateful to have her support, and thank you for helping her cast her ballot. https://t.co/zRKbAPvqgF",8844,"Wilmington, DE",2020-10-29 20:45:00
6,JoeBiden,".@KamalaHarris y yo no solo reconstruiremos las cosas como eran antes de estas crisis, sino que reconstruiremos un mejor país que antes, para crear una nueva economía estadounidense. Mira la explicación de mi amigo @JulianCastro. https://t.co/11usNr3tfv",1407,"Wilmington, DE",2020-10-29 20:25:00
7,JoeBiden,Donald Trump is on track to become the worst jobs president in modern American history. https://t.co/gmjwbHeuOS,14883,"Wilmington, DE",2020-10-29 20:00:00
8,JoeBiden,"Las latinas son el corazón de nuestras comunidades y hoy en el Día de la equidad salarial de la mujer latina, reconocemos el hecho de que solo ganan 54 centavos por cada dólar que gana un hombre blanco.

Mi administración luchará para asegurar la igualdad salarial que se merecen.",6915,"Wilmington, DE",2020-10-29 19:45:00
9,JoeBiden,Jill and I are keeping the French people in our prayers following the horrific terror attack in Nice — which targeted innocents in a house of worship. A Biden-Harris administration will work with our allies and partners to prevent extremist violence in all forms.,8350,"Wilmington, DE",2020-10-29 19:25:00
10,JoeBiden,"My Catholic faith drilled into me a core truth — that every person on earth is equal in rights and dignity. As president, these are the principles that will shape all that I do, and my faith will continue to serve as my anchor, as it has my entire life. https://t.co/DRsQ2cA9m1",6125,"Wilmington, DE",2020-10-29 19:00:00
11,JoeBiden,"We’re just five days from Election Day –– and everything is on the line. Tune in as we get out the vote in Broward County, Florida. https://t.co/VgqrLETyZC",1968,"Wilmington, DE",2020-10-29 18:16:53
12,JoeBiden,"I join Israelis in honoring Prime Minister Yitzhak Rabin z""l, 25 years after his assassination. He led a life of service to his country and its security — and bravely gave his life pursuing peace. I was honored to call him a friend.",3870,"Wilmington, DE",2020-10-29 17:15:00
13,JoeBiden,"Latinas are the heart of our communities — and on Latina Equal Pay Day, we call attention to the fact that they earn only 54 cents for every dollar a white man makes.

A Biden-Harris Administration will build back better for Latinas by taking overdue action to ensure equal pay.",7958,"Wilmington, DE",2020-10-29 16:58:00
14,JoeBiden,.@KamalaHarris and I won't just build back to the way things were before these crises — we're going to build back better and create a new American economy. Watch as my friend @JulianCastro explains. https://t.co/AdGKICs6Tf,3883,"Wilmington, DE",2020-10-29 16:01:00
15,JoeBiden,5 days. Let’s bring this home.,25053,"Wilmington, DE",2020-10-29 15:01:00
16,JoeBiden,"Success in a Biden-Harris Administration will not be measured just by the stock market or GDP growth, but by the extent to which growth is raising the pay, dignity, and economic security of our working families—especially those who have been left behind. https://t.co/HQZ8UbUb3f",3011,"Wilmington, DE",2020-10-29 14:39:02
17,JoeBiden,"GDP rose last quarter, but visits to food banks haven’t slowed, and poverty has grown. We’re on track for the worst economic downturn in over 70 years, and Donald Trump is on track to be the first president since Herbert Hoover to leave office with less jobs than when he came in.",10901,"Wilmington, DE",2020-10-29 14:39:02
18,JoeBiden,"""History says, don't hope
On this side of the grave.
But then, once in a lifetime
The longed-for tidal wave
Of justice can rise up,
And hope and history rhyme.""
- Seamus Heaney https://t.co/7nB1ytYlvm",11930,"Wilmington, DE",2020-10-29 13:34:00
19,JoeBiden,"The election is underway across the country, and we need your help to spread the word on social media. Sign up to help, and let’s win this thing: https://t.co/Yys11DiWVm",2068,"Wilmington, DE",2020-10-29 01:40:00
20,JoeBiden,"Folks, if you haven’t returned your absentee ballot yet, it’s important you do so as soon as possible.

Head to https://t.co/eoxT07d7QB to learn more about how to return your ballot.",3977,"Wilmington, DE",2020-10-29 01:20:00
21,JoeBiden,"The stakes in this election couldn’t be higher — and with just six days left, we can’t let up.

Chip in to help us get the job done on Tuesday: https://t.co/5xqcSEyaYf",1625,"Wilmington, DE",2020-10-29 01:00:00
22,JoeBiden,"I believe in science.

Donald Trump doesn't.

It's that simple, folks.",26681,"Wilmington, DE",2020-10-29 00:15:00
